Evaluate inference time cost...
get Get outputs
start to dump
start to json
Node Name                                  Ops                                        Time(us)  Time(%)  Shape              Inputs  Outputs  
tvmgen_default_fused_multiply_1118         tvmgen_default_fused_multiply_11           9.195     0.163    (512,)             2       1        
tvmgen_default_fused_negative_46           tvmgen_default_fused_negative_4            9.193     0.163    (512,)             1       1        
tvmgen_default_fused_add_155               tvmgen_default_fused_add_15                9.192     0.163    (512,)             2       1        
tvmgen_default_fused_add_73                tvmgen_default_fused_add_7                 9.191     0.163    (128,)             2       1        
tvmgen_default_fused_multiply_113          tvmgen_default_fused_multiply_11           9.188     0.163    (512,)             2       1        
tvmgen_default_fused_multiply_21           tvmgen_default_fused_multiply_2            9.185     0.163    (64,)              2       1        
tvmgen_default_fused_negative_52           tvmgen_default_fused_negative_5            9.185     0.163    (1024,)            1       1        
tvmgen_default_fused_negative_22           tvmgen_default_fused_negative_2            9.183     0.163    (128,)             1       1        
tvmgen_default_fused_sqrt_45               tvmgen_default_fused_sqrt_4                9.178     0.163    (512,)             1       1        
tvmgen_default_fused_multiply_84           tvmgen_default_fused_multiply_8            9.177     0.163    (256,)             2       1        
tvmgen_default_fused_add_156               tvmgen_default_fused_add_15                9.177     0.163    (512,)             2       1        
tvmgen_default_fused_add_154               tvmgen_default_fused_add_15                9.176     0.163    (512,)             2       1        
tvmgen_default_fused_add_113               tvmgen_default_fused_add_11                9.175     0.162    (256,)             2       1        
tvmgen_default_fused_add1                  tvmgen_default_fused_add                   9.174     0.162    (32,)              2       1        
tvmgen_default_fused_multiply_1114         tvmgen_default_fused_multiply_11           9.174     0.162    (512,)             2       1        
tvmgen_default_fused_sqrt_47               tvmgen_default_fused_sqrt_4                9.174     0.162    (512,)             1       1        
tvmgen_default_fused_negative_44           tvmgen_default_fused_negative_4            9.173     0.162    (512,)             1       1        
tvmgen_default_fused_negative_51           tvmgen_default_fused_negative_5            9.173     0.162    (1024,)            1       1        
tvmgen_default_fused_negative_11           tvmgen_default_fused_negative_1            9.17      0.162    (64,)              1       1        
tvmgen_default_fused_add_162               tvmgen_default_fused_add_16                9.166     0.162    (512,)             2       1        
tvmgen_default_fused_add_164               tvmgen_default_fused_add_16                9.165     0.162    (512,)             2       1        
tvmgen_default_fused_multiply_1113         tvmgen_default_fused_multiply_11           9.163     0.162    (512,)             2       1        
tvmgen_default_fused_add_152               tvmgen_default_fused_add_15                9.158     0.162    (512,)             2       1        
tvmgen_default_fused_multiply2             tvmgen_default_fused_multiply              9.155     0.162    (32,)              2       1        
tvmgen_default_fused_multiply_1111         tvmgen_default_fused_multiply_11           9.153     0.162    (512,)             2       1        
tvmgen_default_fused_add_168               tvmgen_default_fused_add_16                9.148     0.162    (512,)             2       1        
tvmgen_default_fused_negative_33           tvmgen_default_fused_negative_3            9.147     0.162    (256,)             1       1        
tvmgen_default_fused_multiply_1119         tvmgen_default_fused_multiply_11           9.145     0.162    (512,)             2       1        
tvmgen_default_fused_add_151               tvmgen_default_fused_add_15                9.141     0.162    (512,)             2       1        
tvmgen_default_fused_add_82                tvmgen_default_fused_add_8                 9.14      0.162    (128,)             2       1        
tvmgen_default_fused_add_123               tvmgen_default_fused_add_12                9.138     0.162    (256,)             2       1        
tvmgen_default_fused_add_112               tvmgen_default_fused_add_11                9.136     0.162    (256,)             2       1        
tvmgen_default_fused_negative_48           tvmgen_default_fused_negative_4            9.134     0.162    (512,)             1       1        
tvmgen_default_fused_multiply_117          tvmgen_default_fused_multiply_11           9.132     0.162    (512,)             2       1        
tvmgen_default_fused_multiply_86           tvmgen_default_fused_multiply_8            9.13      0.162    (256,)             2       1        
tvmgen_default_fused_multiply_1120         tvmgen_default_fused_multiply_11           9.128     0.162    (512,)             2       1        
tvmgen_default_fused_multiply_1115         tvmgen_default_fused_multiply_11           9.122     0.162    (512,)             2       1        
tvmgen_default_fused_add_114               tvmgen_default_fused_add_11                9.115     0.161    (256,)             2       1        
tvmgen_default_fused_multiply_81           tvmgen_default_fused_multiply_8            9.113     0.161    (256,)             2       1        
tvmgen_default_fused_multiply_1124         tvmgen_default_fused_multiply_11           9.113     0.161    (512,)             2       1        
tvmgen_default_fused_multiply_112          tvmgen_default_fused_multiply_11           9.103     0.161    (512,)             2       1        
tvmgen_default_fused_multiply_116          tvmgen_default_fused_multiply_11           9.1       0.161    (512,)             2       1        
tvmgen_default_fused_multiply_1123         tvmgen_default_fused_multiply_11           9.092     0.161    (512,)             2       1        
tvmgen_default_fused_multiply_115          tvmgen_default_fused_multiply_11           9.091     0.161    (512,)             2       1        
tvmgen_default_fused_multiply_119          tvmgen_default_fused_multiply_11           9.09      0.161    (512,)             2       1        
tvmgen_default_fused_add_166               tvmgen_default_fused_add_16                9.086     0.161    (512,)             2       1        
tvmgen_default_fused_multiply_1110         tvmgen_default_fused_multiply_11           9.075     0.161    (512,)             2       1        
tvmgen_default_fused_negative_32           tvmgen_default_fused_negative_3            9.069     0.161    (256,)             1       1        
tvmgen_default_fused_add_72                tvmgen_default_fused_add_7                 9.065     0.161    (128,)             2       1        
tvmgen_default_fused_multiply_114          tvmgen_default_fused_multiply_11           9.062     0.16     (512,)             2       1        
tvmgen_default_fused_multiply_1116         tvmgen_default_fused_multiply_11           9.058     0.16     (512,)             2       1        
tvmgen_default_fused_multiply_118          tvmgen_default_fused_multiply_11           9.03      0.16     (512,)             2       1        
tvmgen_default_fused_multiply_1112         tvmgen_default_fused_multiply_11           9.022     0.16     (512,)             2       1        
tvmgen_default_fused_multiply_83           tvmgen_default_fused_multiply_8            8.998     0.159    (256,)             2       1        
tvmgen_default_fused_multiply1             tvmgen_default_fused_multiply              8.981     0.159    (32,)              2       1        
tvmgen_default_fused_add_71                tvmgen_default_fused_add_7                 8.968     0.159    (128,)             2       1        
tvmgen_default_fused_multiply_87           tvmgen_default_fused_multiply_8            8.961     0.159    (256,)             2       1        
tvmgen_default_fused_multiply_53           tvmgen_default_fused_multiply_5            8.949     0.158    (128,)             2       1        
tvmgen_default_fused_multiply_55           tvmgen_default_fused_multiply_5            8.945     0.158    (128,)             2       1        
tvmgen_default_fused_multiply3             tvmgen_default_fused_multiply              8.919     0.158    (32,)              2       1        
tvmgen_default_fused_multiply_23           tvmgen_default_fused_multiply_2            8.879     0.157    (64,)              2       1        
tvmgen_default_fused_multiply_85           tvmgen_default_fused_multiply_8            8.861     0.157    (256,)             2       1        
tvmgen_default_fused_multiply_51           tvmgen_default_fused_multiply_5            8.833     0.156    (128,)             2       1        
reshape_nop                                __nop                                      1.211     0.021    (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.183     0.021    (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.155     0.02     (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.152     0.02     (64, 1, 1)         1       1        
reshape_nop                                __nop                                      1.152     0.02     (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.151     0.02     (32, 1, 1)         1       1        
reshape_nop                                __nop                                      1.15      0.02     (32, 1, 1)         1       1        
reshape_nop                                __nop                                      1.15      0.02     (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.149     0.02     (32, 1, 1)         1       1        
reshape_nop                                __nop                                      1.148     0.02     (128, 1, 1)        1       1        
reshape_nop                                __nop                                      1.148     0.02     (512, 1, 1)        1       1        
reshape_nop                                __nop                                      1.146     0.02     (32, 1, 1)         1       1        
reshape_nop                                __nop                                      1.146     0.02     (64, 1, 1)         1       1        
